Symptoms,Frequency
neck stiffness right side shoulder,1
sob,1
aspirin symptoms,1
massive brain aneurysm stroke,1
vasospasms,1
trouble walking shivering,1
continued run fever,1
medication fever,1
illnesses,1
intensity fever absence symptoms,1
side effect sore arm,1
palpitations racing heart,1
heart could beat way right chest,1
chest quite sore,1
coughing spasms,1
pain swelling testicle vaccination,1
heart palpitation,1
tightness,1
numbness right left foot,1
asymptomatic,1
increase tinnitus,1
loud constant,1
racing irregular heartbeat,1
massive migraine,1
extremely dizzy,1
wheezing,1
auscaltation,1
leg weakness,1
weakness right leg,1
acute stroke,1
acute infarct bleed,1
least moderate stenosis left aca a2 segment moderately severe right pca p2 segment,1
acute lacunar infarct left corona radiata,1
hemerrhage,1
deficits,1
new right arm weakness,1
evolving stroke symptoms,1
evolution stroke,1
small vessel disease,1
adverse events,1
nauseous vomit,1
pain left arm legs,1
slight fever stomach,1
tell s problem,1
sleepy,1
broken blood vessels eye,1
muscle rigidity,1
muscle cramping discomfort,1
joint discomfort,1
unable focus,1
loss muscle control,1
loss energy,1
significant event collapsing,1
muscle problems,1
diabetes,1
myofascial dysplasia,1
degenerative disc disease,1
burning/ cold sensation,1
strange pinching/nerve,1
tingling dull sensations,1
numbness right arm puffy,1
strange sensations,1
hand abnormalities,1
discomfort right hand,1
poor irregular circulation,1
loss appetite fatigue,1
something squeezing heart,1
massive discomfort,1
arms itchy,1
approximately hour symptoms,1
redness itching,1
fatigue chest pain,1
itching bilateral arms,1
abnormally high heart rate,1
enlarged heart,1
blood clots,1
severe gi pain,1
patient anxiety attack,1
gi upset,1
left arm swollen,1
red near injection site,1
firm,1
swelling left eyeball,1
white eye swollen,1
crushing left chest pain,1
ringing ears,1
excessive ringing,1
heart racing,1
throat closing,1
chest tight,1
anemia,1
history anemia,1
labored breathing black feet,1
labored breathing hives,1
high bp,1
inflammation joints,1
sinuses,1
afib,1
angioedema,1
buzzing ear,1
opposite adverse event,1
severe migraine,1
averaging 2-3 severe migraines,1
aura,1
photophobia/phonophobia,1
one episode aphasia,1
neurological diagnosis complex migraine ),1
migraines type,1
medication headache,1
tingling diffusely left arm,1
numb,1
anaphylaxis,1
client numbness,1
persistent fever,1
drowsiness,1
3-inch diameter redness,1
itching injection site,1
red swelling injection site,1
cardiac chest pain,1
severe abdominal cramps,1
running high fever,1
diarrheic,1
loss appetitive,1
extreme difficulty breathing,1
pain hands feet,1
numbness big toe,1
tingles,1
unwell,1
scleroderma,1
dangerous disease,1
disease,1
severe tinnitus,1
pain soft palate,1
reaction,1
unusual sensation mouth throat,1
third time reaction,1
mild rash injection,1
difficulty swallowing tounge swelling,1
arm cellulitis swelling,1
viral symptoms,1
tinnutis increased right ear,1
severe swollen lymph node,1
severe pain-,1
extreme tiredness,1
bells palsy right side face numb droopy,1
swollen lymph node arm pit,1
mild pain injection site,1
pain arm pit,1
worse arm neck,1
5 pain,1
injury,1
sign injury,1
pain deep muscle,1
insanely itchy rash,1
lymph nodes left side neck armpit swollen painful touch,1
left right side parotid gland swollen painful touch,1
feeling mild dizziness,1
"obvious swollen lymph nodes left underarm , clavicle , neck",1
swollen nodes,1
projectile vomiting,1
difficulty speaking breathing,1
difficulty taking air,1
unable walk unassisted,1
extreme headache migraine symptoms,1
unable work approx,1
various symptoms,1
significant muscle tightness,1
torticollis limited rom left shoulder / neck,1
severe scoliosis,1
entire body aches,1
arm pain shot location,1
inability fill lungs,1
extremely puffy upper lower eyelids,1
eyelid edema,1
cough nausea,1
severe nausea bad diarrhea,1
bacterial pneumonia,1
"large itchy hives around waist , buttocks leg",1
elevated respiration,1
radiating pain,1
sustained pain 3 days inflamed lymph node armpit,1
lot inflammation nerve behind eye,1
optic neuritis,1
entire upper arm swollen,1
hot severe pain,1
sleep,1
swelling hot,1
bruised arm,1
severe itching scalp back neck,1
"hard , tender/painful lump right shoulder",1
pain upper back/shoulder area,1
slightly smaller similar-looking hard lump shoulder,1
back sore,1
tenderness along back right buttock,1
explanation symptoms,1
excessive vaginal bleeding,1
severe abdominal cramping,1
contraction-like,1
effort pause catch breath,1
spine inflammation,1
back right shoulder spasm,1
gradually increasing pain intensity,1
extremlly uncomfortable,1
touch spine area pain shoulder decreases,1
irregular heart beat,1
constriction throat swallowing,1
extreme body inflammation,1
every joint painful,1
incorrect reconstitution,1
painful arm soreness,1
incapacitating headache,1
lethargic,1
arm soreness,1
lymph node/gland swelling armpit,1
menstruation,1
unusually tender breasts,1
swollen puffy eyes hives trunk,1
immunocompetent,1
nausea-mild,1
covid infection breakthrough,1
shooting electrical pains left arm,1
skin rash,1
gianotti crosti rash,1
swollen sore lymph nodes,1
less sore,1
still noticeable mild soreness,1
hypoxic respiratory failure,1
covid19 pneumonia,1
vomiting severe constipation,1
tested uti,1
constant pain stomach,1
constipation,1
pressure bladder,1
constant discomfort,1
htn,1
dm,1
colon ca,1
worsening sob weakness,1
covid-19 infection,1
managed symptoms,1
low o2 sat,1
covid19 infection,1
profuse sweating,1
slight running nose,1
tightness chest breathing,1
common cold,1
pink eye infection spread eye eye,1
fight irritation itchiness eyes,1
wateriness,1
viral infection,1
conjunctivitis,1
unusually sore,1
stiff painful shoulder,1
itching scalp belly,1
swell armpits,1
blood clot,1
less pain arm lymph nodes,1
significant difference symptoms,1
heavy coughing,1
period bleed,1
copd hypertension,1
productive cough shortness breath,1
patient symptoms,1
warm chills,1
chest pain coughing,1
diaphoresis,1
severe pain left upper,1
"severe pain constant upper left shoulder shooting pain neck , arm",1
swollen arm pit,1
left breast pain,1
still pain,1
numbness pin prickling arms,1
extreme joint pains hands,1
still pain knuckles,1
joint pain swollen elbows hands,1
extremely cold,1
rheumatoid arthritis joint pain,1
still numbness hands,1
joint pain discomfort,1
severe shortness breath,1
reaction dosage,1
sensation bubbles throat pain,1
low-grade fever extreme lymph node swelling left armpit,1
worsening sob,1
itching pain,1
large lump,1
itchiness allergies,1
little lump,1
short breath fever,1
bad throbbing pressure headache forehead front nose,1
constant pain pain,1
fever association conjunctivitis,1
diarrhea emesis,1
systemic inflammation covid ab positive,1
antibodies environmental infection vaccination,1
prolonged fevers,1
malignancy,1
continued fever,1
continued active inflammation,1
"extreme pain lower back , right hip right leg",1
steroid pain,1
oct 30 pain,1
unbelievable pain right side mouth,1
way pain,1
similar back leg pain,1
neurological flare,1
ms,1
multiple uti s,1
chronic urinary retention,1
seizure disorder,1
ed weakness letharginess,1
lot sinus pressure back neck,1
chills temperature time,1
achy lost sense smell,1
hld,1
ckd ii,1
anxiety depression,1
multiple infectious symptoms,1
n/v/d,1
significantly decreased oral intake,1
hyperlipidemia,1
bph,1
vitamin-d deficiency,1
copd,1
wheezes,1
nonproductive cough,1
fever mild rash extremities,1
erythema multiforme,1
persistent fevers,1
leukocytosis thrombocytopenia,1
myalgias,1
kawasaki disease,1
5 loss smell,1
significant htn,1
hlp,1
cad,1
doe cough,1
subtle ground glass opacities bilaterally,1
ekg changes,1
new onset atrial fibrillation,1
small bilateral pleural effusions,1
"right greater left , severe coronary artery calcified plaques",1
atrophic left kidney,1
severe atherosclerotic disease,1
stiff left side swollen,1
sharp pain right side middle back,1
numbing,1
pins needles entire right side body,1
slight droop right side face,1
acute cva,1
full body neuropathy,1
"pins , needles",1
weakness burning throughout entire body,1
temperature excursion vaccine,1
puffy strange,1
swelling reduced puffiness around eyes,1
bell s palsy,1
accute endocarditis,1
chest area,1
feverish anxiety elevated,1
lt axilla pain,1
vision changes,1
diplopia,1
ocular nerve palsy,1
nose vision,1
pain urination,1
symptoms vaccine,1
ear pain,1
sick initially symptoms,1
chronic nausea,1
chronic food sensitivities,1
persistent sore throat,1
persistent body aches,1
shooting pains bilateral arms,1
dyspnea exertion severe exhaustion,1
troublesome symptoms,1
intense nausea,1
sort inflammatory process,1
much productive mucus well mild dime sized hemoptysis,1
associated shortness breath,1
right-sided chest pain pleuritic nature,1
moderate severity,1
flat mild shortness breath,1
bilateral saddle pulmonary embolism,1
heavy breathing,1
red welt/severe pain injection site,1
temperature throwing body aches,1
lymph nodes swollen,1
helped arm lymph nodes,1
left arm extreme pain,1
affected dizziness,1
"tingling hands , feet , fingers",1
side effects vaccine,1
blurry,1
adverse side effects,1
sorethroat mild cough,1
cp,1
n,1
tylenol fever,1
non-witnessed seizure postictal state,1
staring spells tremors,1
mild shortness breath mild chest pain,1
severe chest pain,1
discomfort chest pressed,1
tingling sensation arm,1
burning,1
pain burning sensation,1
middle night pain,1
oxygen level episode,1
gallstones,1
episodes racing heart,1
occasional sense tightness chest,1
dizzyness,1
first two symptoms,1
pain left deltoid,1
numbness left arm fingertips,1
slight fever,1
muscle twitches throughout body,1
cramps,1
"mainly spasms legs , arms , back , glutes , groin , abdomen , scalp , face , chest , eyelids",1
cramps legs,1
painful legs,1
muscle cramps,1
parasthesias,1
vaccine reaction,1
pericarditis,1
heart attack,1
various weakness events,1
dramatic loss muscle chest,1
shortness breath flu like symprtoms,1
increasing oxygen requirements,1
acute hypoxic respiratory failure,1
mssa,1
fluid overload,1
poor kidney function,1
acutely decompensated coughing episode,1
acute appendicitis perforation,1
localized peritonitis,1
abscess gangrene,1
rlq,1
alleviating factors,1
anorexia,1
similar episodes,1
obstipation,1
urinary symptoms,1
1.9cm appendix perforated tip fat stranding,1
phlegmon abscess,1
appendicolith,1
perforated appendicitis,1
patient s symptoms,1
leukocytosis,1
increased weakness leg pain,1
significant rheumatoid arthritis,1
post-vaccination breakthrough seizure,1
seizure autoimmune encephalitis,1
encephalitis,1
good atrophy temporal lobes inflammation left condition,1
grand mal seizure,1
respiratory failure,1
acute stroke pontine hemorrhage,1
extremely weak,1
sore right arm injection site,1
mild headache day,1
frizzing sensation,1
loud tinnitus,1
fatigue restless legs,1
increased levels sighing significantly depressed mood,1
behaviour events,1
stabbing pains left arm leg,1
different spots,1
deconditioning,1
er generalized fatigue weakness,1
nonspecific patchy b/l airspace disease,1
little soreness,1
kind tired,1
breast pain,1
covid positive,1
mood disturbances general lethargy,1
droopy right upper eyelid,1
tearing,1
different shape right upper lip,1
abnormal sensation right side face,1
morning symptoms,1
aspiration pneumonia,1
pink urine,1
acute pe,1
gross hematuria,1
hematuria,1
decreasing bp,1
moderate bilateral effusions atelectatic collapes lowe r right middle lobe,1
elevated blood pressure,1
sick ( cold flu symptoms,1
cold sweats,1
menstrual cycle painful,1
heavy bleeding,1
arm numbness,1
underarm pain swelling,1
cold symptoms,1
still cold symptoms,1
still runny nose,1
sudden total hearing loss r ear,1
dead,1
r ear dead ear,1
l ear,1
total hearing loss r ear,1
booster flare diverticulitis,1
inflammation scar tissue,1
strong reactions,1
breakthrough covid-19 infection,1
issues vision,1
numbness right hand arm,1
everything fine numbness,1
loss vision left eye,1
swelling optic nerve,1
pain shoulder blades,1
known adverse side effects,1
partial recovery,1
full-body rash tiny blisters pruritus,1
kidney failure,1
lung disease,1
heart failure,1
extreme hypoxemia,1
acute hypoxemic respiratory failure,1
persistent atrial fibrillation rvr,1
hypernatremia,1
granulomatosis,1
multisystem involvement,1
intra-alveolar hemorrhage,1
volume overload,1
vancomycin-resistant enterococci,1
vre,1
esbl-producing klebsiella pneumonia,1
pain left upper arm,1
cold-like symptoms positive time,1
worsening shortness breath,1
vomiting diarrhea,1
viral gastroenteritis,1
worsening symptoms,1
paralysis injection site,1
erythema injection site,1
rash bothersome symptoms,1
erythema,1
mottled pattern reddish purple,1
rash decreased size,1
l lower extremity weakness,1
lung mass l1 fracture,1
brief jerking movement limb,1
bladder incontinence event,1
prolonged ongoing cough congestion,1
chronic issue,1
extreme headache,1
sensitivity light,1
generalized weakness,1
acute pulmonary edema,1
elevated lactic acid level,1
acidosis,1
rapid atrial fibrillation,1
far severe hypoxia rest,1
active covid-19 infection,1
infiltrates pneumonia,1
hypoxic systemic inflammatory response syndrome,1
throat swelling,1
sudden tinnitus ( ringing ears ),1
hearing issues,1
metallic taste mouth throat,1
30 mins symptoms,1
"pain level right side head , right ear , throat",1
pain right chest back,1
pain site injection,1
progressively sharp pain,1
slight swelling tendon,1
incessant fatigue,1
unexplained weight gain,1
hair loss,1
severe pain shoulder radiating spine arm elbow,1
slight impairment arm mobility,1
severe lower back pain,1
little pain improvement arm function,1
inflammation deltoid,1
demyelination,1
flu-like symptoms,1
achy sore arm,1
achiness sore arm,1
sharp right lower quadrant abdominal pain,1
point pain,1
worsened movement,1
pain fever,1
pain relievers,1
gas pain,1
appendicitis,2
resting increased pain pressing rlq,1
afebrile,1
mildly dilated appendix fluid-filled,1
diffuse enhancement mucosa minimal infiltrative changes,1
patient side effects,1
sinus,1
pounding headache,1
arms tremendously sore,1
droop right eyebrow,1
pain lower right check bone near right ear,1
pain right side,1
shooting pain right cheek bone,1
vision/cognitive issues,1
ocular migraine,1
near syncope events,1
light-headedness numbness,1
chronic fatigue,1
paresthesia symptoms,1
fatigue dizziness symptoms,1
reduced severity symptoms,1
inflammation mast cell production,1
tinnitus paresthesia symptoms,1
peripheral neuropathy symptoms,1
aching cramps lower legs feet,1
swallowing problems,1
severity symptoms related legs,1
mouth/throat,1
autonomic neuropathy symptoms,1
bladder control ( post micturition dribble ),1
semen discharged penis bowel movement,1
